类别,专业,民族,性别,成绩1,成绩2,成绩3,成绩4,成绩5,成绩6,成绩7,成绩8,成绩9,成绩10,成绩11,成绩12,成绩13,成绩14,成绩15,成绩16,成绩17,成绩18,成绩19,成绩20,图书馆天数,奖项数,户口性质,户籍,外语,月均刷卡天数,月均消费金额,恩格尔系数,餐饮月均总额,月均早餐次数,平均每笔早餐金额,早餐金额方差,月均午餐次数,平均每笔午餐金额,午餐金额方差,月均晚餐次数,平均每笔晚餐金额,晚餐金额方差,月均宵夜次数,平均每笔宵夜金额,宵夜金额方差,月均超市次数,超市月均金额,月均水果次数,水果月均金额,月均其他次数,其他月均金额,月均洗澡次数,pos机类型数,GDP,专业-1,专业-2,专业-3,助学岗位,贫困生
2,35,3,0,0.05717276,-0.273920983,-0.242987037,0.477429986,-0.304447621,-0.153753325,1.048721671,-0.04025818,-0.445863158,0.554552019,0.060182713,0.544294357,-0.696631074,-0.241842821,0.635999084,0.464056224,0.471954465,-0.431766689,0.076209895,-0.185067967,13,3,农村应届,浙江,59.25,9.166666667,165.64,0.839345367,139.0291667,0.166666667,4.25,10.125,12.33333333,4.891891892,18.95258687,16.83333333,4.632920792,10.41051531,0,0,0,3.583333333,7.329069767,0,0,0,0,0.916666667,54,3.8529,0.155555556,0.566666667,0.122222222,2130501088,0
2,35,3,0,0.042118523,-0.308120996,-0.37853238,0.486643314,-0.190212026,-0.101766892,1.022547245,-0.1465922,-0.475500345,0.553534806,0.053198349,0.594734788,-0.655995846,-0.323525369,0.720851421,0.474062383,0.430919439,-0.347431898,0.085546978,-0.13889809,82,7,农村应届,山东,76.33333333,16.83333333,287.8816667,0.879910148,253.31,3.25,1.779487179,0.856410256,20.91666667,5.467649402,8.483902853,30.33333333,4.389945055,9.784895865,0,0,0,3.416666667,9.434146341,0,0,0,0,5.333333333,49,2.4685,0.155555556,0.566666667,0.122222222,2130501089,2130501089
2,35,3,0,0.044011775,-0.232230544,-0.488244027,0.45467326,-0.22681348,-0.070360668,1.177378535,-0.190897271,-0.435850263,0.520165622,0.296613663,0.570819259,-0.594450891,-0.203121156,0.776335001,0.507526994,0.351572365,-0.29577747,-0.070830762,-0.192439973,0,6,城镇应届,浙江,77.33333333,6.5,90.86166667,0.970302841,88.16333333,0.75,3.2,2.4871,4.583333333,5.811454545,8.422697845,9.25,6.392162162,10.20758074,0,0,0,0.5,4.3,0,0,0,0,0.916666667,33,3.8529,0.155555556,0.566666667,0.122222222,2130501090,0
1,35,3,0,2.78E-04,-0.222928241,-0.269657195,0.463493496,-0.130190432,-0.04343605,1.134670854,-0.055532262,-0.27679199,0.548915148,-0.08821252,0.520928919,-0.801208258,-0.191695124,0.743971586,0.376801938,0.357797682,-0.61365968,-0.012919239,-0.078277081,15,0,城镇应届,天津,65.66666667,7,54.19666667,0.714834861,38.74166667,0.583333333,3.785714286,3.474761905,2.416666667,6.1,5.890714286,2.916666667,7.471428571,47.28915966,0,0,0,0.666666667,16.2375,0,0,0,0,12,24,3.4074,0.155555556,0.566666667,0.122222222,0,0
2,35,3,0,-0.035173353,-0.271652192,-0.290828258,0.506797493,-0.340716362,-0.122974694,1.083596349,-0.081185818,-0.543040693,0.508862734,0.108346671,0.518165171,-0.696158171,-0.266508937,0.645995975,0.458226234,0.276883066,-0.334428221,0.151594698,-0.139916167,73,0,城镇应届,河北,74.33333333,18.66666667,432.5766667,0.799844729,345.9941667,14.5,3.222988506,2.578659225,24.75,5.635016835,11.86485076,30.41666667,5.253506849,12.98992283,0,0,0,13.41666667,5.922298137,0,0,0,0,12.16666667,63,1.9725,0.155555556,0.566666667,0.122222222,0,0
3,35,3,0,0.128869206,-0.314913958,-0.377045393,0.494630158,-0.246042192,-0.058850691,0.939230561,-0.069693156,-0.644180179,0.58016187,-0.044679154,0.530919492,-0.652233958,-0.312586963,0.675083339,0.474615425,0.326146364,-0.266108632,0.150301903,-0.154630497,2,7,农村应届,北京,75.75,18.5,419.9716667,0.867973236,364.5241667,20.75,2.229718876,1.926210001,30.41666667,5.380493151,8.648683822,33.41666667,4.626458853,27.35145343,0,0,0,8,6.345729167,0,0,0,0,15.66666667,71,5.253,0.155555556,0.566666667,0.122222222,0,0
2,35,3,0,0.019741576,-0.318394154,-0.380114645,0.514622331,-0.271131545,-0.118845947,1.019363642,-0.127050728,-0.58779341,0.56574291,0.03189617,0.529162169,-0.614572465,-0.251426548,0.646063268,0.531429172,0.340552777,-0.309275925,0.138189286,-0.141140714,43,10,农村应届,河南,80.33333333,12.58333333,145.0958333,0.966608276,140.2508333,5.083333333,1.929508197,1.899448087,18.41666667,4.007058824,4.536539037,13.33333333,4.2484375,6.836145342,0,0,0,0.75,5.444444444,0,0,0,0,1.916666667,49,1.8443,0.155555556,0.566666667,0.122222222,2130501094,2130501094
2,0,3,1,0.203457952,0.194913179,-0.206647173,0.253019631,-0.711609542,-0.209899247,1.053280234,-0.065177158,-0.463954002,0.316673666,-0.168204203,0.866692483,-0.373185813,-0.165930942,0.313278377,0.276427329,0.097821169,-0.22898373,0.195284143,-0.069245018,43,8,城镇应届,安徽,80.33333333,15,212.9358333,0.968128114,206.1491667,4.333333333,2.136538462,1.79530543,21.5,4.860426357,6.591371413,21.41666667,4.314007782,6.003388172,0,0,0,0.25,3.633333333,0,0,0,0,11.91666667,54,1.9998,0.244444444,0.414814815,0.118518519,2130502001,2130502001
2,0,3,1,0.170942962,0.135476053,-0.14359507,0.211700529,-0.666083217,-0.203153357,1.078169346,-0.130384237,-0.474842191,0.260602564,-0.273407608,0.864905357,-0.411605984,-0.193619013,0.287740946,0.255841881,0.062444545,-0.357829481,0.166658223,0.003782422,19,6,城镇应届,陕西,83.33333333,13.33333333,183.0166667,0.976459339,178.7083333,5.083333333,4.418032787,7.351169399,17.91666667,4.959534884,10.60830819,14.25,4.729239766,7.152081183,0,0,0,0.583333333,7.385714286,0,0,0,0,0,47,1.8874,0.244444444,0.414814815,0.118518519,0,0
2,0,3,1,0.2340132,0.119736739,-0.037308026,0.203555271,-0.62869066,-0.07202895,0.920923233,-0.098245218,-0.697324693,0.266410083,-0.329345405,0.871826947,-0.521946788,-0.25839889,0.485615999,0.172064483,-0.003813626,-0.236707717,0.297581583,-0.040515896,75,7,城镇应届,安徽,89.33333333,16,254.6116667,0.851456794,216.7908333,20.41666667,1.444897959,0.50215624,23.75,4.475052632,6.99495255,20.66666667,3.90766129,5.815976695,0.166666667,1.5,2,6.583333333,4.428227848,0,0,0,0,33,64,1.9998,0.244444444,0.414814815,0.118518519,2130502003,0
2,0,3,1,0.253189385,0.127407864,-0.252818346,0.256645888,-0.713445961,-0.128113121,1.04133606,-0.154434144,-0.538366675,0.299663901,-0.21729055,0.823537409,-0.36327377,-0.19803004,0.252702832,0.292172641,0.00179984,-0.299417138,0.180574939,-0.020143365,45,6,城镇应届,陕西,85.33333333,11,124.0333333,0.985004031,122.1733333,6.166666667,2.685135135,5.304022584,12.41666667,4.540134228,7.242132414,10.83333333,4.545384615,6.737569231,0,0,0,0,0,0,0,0,0,4.5,41,1.8874,0.244444444,0.414814815,0.118518519,0,0
2,0,3,1,0.139324859,0.249176472,-0.431502163,0.260221779,-0.795298517,-0.087825827,0.928691924,-0.224244133,-0.684935689,0.279049486,0.034682442,0.852482855,-0.217067629,-0.242569998,0.279732287,0.405486077,0.071811065,-0.311349601,0.239137769,-0.175370261,27,4,城镇应届,陕西,85,10.75,144.9341667,0.960085326,139.1491667,6.666666667,1.8355,1.306895949,13.75,5.043393939,8.08956524,11.58333333,4.96971223,9.195723105,0,0,0,0.5,5.066666667,0,0,0,0,4.333333333,53,1.8874,0.244444444,0.414814815,0.118518519,2130502005,0
2,0,3,1,0.143271998,0.234945983,-0.214510009,0.282473922,-0.766035855,-0.188530147,1.060839057,-0.025830461,-0.480917752,0.278295755,-0.124340743,0.793613553,-0.401948959,-0.143479392,0.332948089,0.332756937,0.09265133,-0.277802497,0.260051519,-0.138101116,39,0,城镇应届,江苏,80.33333333,14.08333333,191.9775,0.983244564,188.7608333,4.833333333,2.220689655,2.706581972,22.91666667,4.195272727,13.37296005,20.83333333,3.93052,6.538771214,0,0,0,0,0,0,0,0,0,10.16666667,48,3.207,0.244444444,0.414814815,0.118518519,0,0
3,0,3,1,0.254253149,0.064386487,-0.093051039,0.256236523,-0.72269243,-0.207642689,1.023692966,-0.156510428,-0.576623738,0.378604174,-0.133723363,0.901509106,-0.39473322,-0.187211901,0.202693775,0.160318375,0.102121674,-0.284211159,0.196786344,0.052255698,2,0,城镇应届,陕西,79.66666667,4.833333333,45.41333333,0.909681445,41.31166667,0.833333333,4.04,10.516,6.083333333,4.92739726,8.185627854,1.333333333,5.9775,10.68143333,0,0,0,0.333333333,8.35,0,0,0,0,2.833333333,28,1.8874,0.244444444,0.414814815,0.118518519,0,0
3,0,3,1,0.23424527,0.281009108,-0.374772668,0.062335115,-0.697382569,-0.099031955,1.040254474,-0.203052163,-0.500078261,0.234579593,-0.11578121,0.839719176,-0.316282213,-0.3084369,0.372941852,0.376487762,-0.001817458,-0.325051129,0.128914401,-0.051744618,5,7,城镇应届,广东,88.25,16.33333333,274.1841667,0.929214245,254.7758333,11.41666667,2.100729927,1.601102404,23.5,4.878297872,7.310134459,25,4.639433333,7.170844828,0.083333333,2,0,0.916666667,15.92727273,0,0,0,0,13.75,52,3.0296,0.244444444,0.414814815,0.118518519,0,0
2,0,3,0,0.191846997,0.131340712,-0.193024844,0.220528901,-0.629603982,-0.192226157,1.09687078,-0.133673131,-0.449057072,0.285096467,-0.288574249,0.86604178,-0.381278813,-0.176754072,0.283403546,0.273363113,0.048859779,-0.333012611,0.124040022,-0.003625048,36,2,城镇应届,四川,76.66666667,13.75,218.9058333,0.97972492,214.4675,6,2.779166667,2.237447183,16.75,6.572437811,10.85941853,15.08333333,5.814640884,7.664603898,0,0,0,0.416666667,6.18,0,0,0,0,2.5,56,1.8808,0.244444444,0.414814815,0.118518519,0,2130502009
1,0,3,0,0.224252567,0.127647206,-0.092953935,0.194477469,-0.650264204,-0.170064241,1.149478078,-0.134080127,-0.4324404,0.223445073,-0.259849429,0.882380605,-0.379287481,-0.117819905,0.326717973,0.211845323,0.114716917,-0.348917574,0.12331254,-0.026880335,7,2,农村应届,陕西,68,1.583333333,11.825,0.891472868,10.54166667,0,0,0,1.416666667,5.147058824,15.99264706,0.75,4.333333333,7.75,0,0,0,0.166666667,5.65,0,0,0,0,1.5,16,1.8874,0.244444444,0.414814815,0.118518519,2130502010,2130502010
0,0,3,0,0.179277763,0.137005135,-0.173034847,0.256777227,-0.663174152,-0.092478305,1.171330333,-0.087373622,-0.498651743,0.229339644,-0.262372732,0.773167193,-0.451913744,-0.112596817,0.363118023,0.275414646,-0.055508763,-0.258178979,0.117136724,-0.082651429,1,0,城镇应届,甘肃,64.75,14.91666667,209.6291667,0.798318459,167.3508333,6.416666667,2.286363636,1.814055024,22.41666667,4.138327138,6.876855773,16.91666667,3.541625616,5.141934473,0,0,0,5.666666667,6.873529412,0,0,0,0,5,64,1.467,0.244444444,0.414814815,0.118518519,2130502011,0
1,0,3,0,0.208436742,0.123803116,-0.169121861,0.221868068,-0.634525597,-0.160534009,1.103617549,-0.132416904,-0.451434284,0.267016977,-0.284226596,0.860370576,-0.389353007,-0.164539158,0.302249134,0.252562612,0.056647588,-0.334007144,0.131635904,-0.016697256,7,0,城镇往届,辽宁,67.16666667,12.41666667,117.3291667,0.962967435,112.9841667,10.58333333,3.368346457,7.026167879,8.166666667,4.584285714,4.263424742,8.833333333,4.516698113,3.306881375,0,0,0,0.083333333,3,0,0,0,0,12.16666667,35,2.604,0.244444444,0.414814815,0.118518519,0,0
0,0,23,0,0.205271333,0.123291798,-0.188717052,0.215723902,-0.636945188,-0.176894903,1.086992264,-0.136233643,-0.448657513,0.291277409,-0.290969849,0.872448206,-0.381461412,-0.183914378,0.294951886,0.275639474,0.046866987,-0.346202105,0.112235487,-0.002919115,21,2,城镇应届,辽宁,80.66666667,11.83333333,180.58,0.979150515,176.815,3.75,3.653333333,2.099363636,15.58333333,5.351818182,7.502819257,16.25,4.905589744,8.083257769,0,0,0,0.333333333,5.7,0,0,0,0,3,46,2.604,0.244444444,0.414814815,0.118518519,2130502013,0
2,0,3,0,0.235930264,0.118297733,-0.130815804,0.213770136,-0.624798417,-0.115008652,1.122448444,-0.131124645,-0.475180775,0.264041603,-0.27025795,0.867329955,-0.394741505,-0.158378333,0.346675485,0.202128589,0.068766631,-0.32760343,0.115696929,-0.031183789,7,0,城镇应届,甘肃,73.5,9.916666667,155.8025,0.984307055,153.3575,5.916666667,2.483098592,1.793424547,10.58333333,8.013700787,15.47095048,8.583333333,6.274271845,14.06925804,0,0,0,0,0,0,0,0,0,4.5,43,1.467,0.244444444,0.414814815,0.118518519,0,0
2,0,3,0,0.232736632,0.12712279,-0.284331441,0.239698023,-0.684353709,-0.177938238,1.040026426,-0.163020149,-0.524013996,0.325324148,-0.226978973,0.833961666,-0.336577833,-0.212741852,0.227107406,0.3272129,0.009422846,-0.312924147,0.153502554,-0.004997815,52,2,城镇应届,内蒙古,78,14.58333333,286.1158333,0.973116949,278.4241667,10.75,3.164186047,2.185616715,22.58333333,5.999225092,10.30356273,19.58333333,5.562212766,10.88175235,0,0,0,0.75,7.288888889,0,0,0,0,3.25,54,2.4127,0.244444444,0.414814815,0.118518519,0,2130502015
3,0,3,0,0.207201183,0.118447818,-0.168931141,0.208941191,-0.617194891,-0.142995834,1.093510389,-0.138364375,-0.47418645,0.286418557,-0.3044312,0.871176779,-0.407380551,-0.165591702,0.314439297,0.242497876,0.040286597,-0.333798826,0.104504146,-0.002662599,24,3,城镇应届,福建,79.66666667,8.583333333,115.3283333,0.985794182,113.69,6.833333333,2.73902439,2.974260765,5.25,9.373015873,13.94329237,4.833333333,9.46862069,12.05795245,0,0,0,0,0,0,0,0,0,4,26,2.7608,0.244444444,0.414814815,0.118518519,0,0
2,0,3,0,0.197423324,0.106298454,-0.167189971,0.21626851,-0.638890088,-0.184415326,1.099215269,-0.138606951,-0.484341651,0.27731058,-0.289232671,0.865928888,-0.382525235,-0.165752262,0.308098853,0.26727578,0.041923922,-0.336850375,0.11507909,-0.011077877,3,6,城镇往届,北京,82.66666667,16.25,284.0816667,0.966482643,274.56,8.333333333,3.4651,5.541275747,31.41666667,4.551909814,10.39893145,21.75,4.720842912,7.512101594,0,0,0,0.833333333,9.16,0,0,0,0,3.083333333,55,5.253,0.244444444,0.414814815,0.118518519,0,0
3,0,3,0,0.270912439,0.140904829,-0.178011999,0.241451964,-0.691699147,-0.181650639,0.983714342,-0.144330993,-0.611161292,0.29486081,-0.187214673,0.913377821,-0.300794572,-0.170985788,0.325347632,0.225680202,0.101455055,-0.242642343,0.243241146,-0.034936707,18,0,城镇应届,湖北,74,4.083333333,39.48333333,0.923385395,36.45833333,2.916666667,3.528571429,3.991512605,3.25,5.997435897,14.05130904,1.5,4.45,6.239117647,0,0,0,0.25,10.63333333,0,0,0,0,0.5,30,2.1787,0.244444444,0.414814815,0.118518519,0,0
0,0,3,0,0.163676038,0.07863947,-0.128785074,0.196536198,-0.695042372,-0.125935867,1.018523335,-0.2153745,-0.531273663,0.283416897,-0.247038245,0.968158901,-0.381206363,-0.153569415,0.336380869,0.290264666,0.201600954,-0.353132904,0.050123438,-0.075827889,1,0,城镇应届,安徽,71.25,17,295.0291667,0.980634683,289.3158333,7.666666667,2.695652174,2.048772097,21.25,5.934509804,10.42951305,22.5,6.335148148,13.3315931,0,0,0,0.083333333,36.8,0,0,0,0,3.916666667,52,1.9998,0.244444444,0.414814815,0.118518519,0,0
2,0,3,0,0.199206874,0.018609313,-0.091149293,0.151755542,-0.689524531,-0.054695062,0.990450263,-0.206966296,-0.484699547,0.266807616,-0.274789929,0.992389798,-0.409869999,-0.250650346,0.399237841,0.269191384,0.15254125,-0.409111023,0.010336358,-0.068457469,8,2,城镇应届,陕西,76.66666667,19.91666667,368.2633333,0.965441396,355.5366667,12.83333333,1.677532468,2.330433087,38.16666667,4.587183406,7.804570386,31.41666667,5.058806366,11.88320628,0,0,0,1.25,10.12,0,0,0,0,0.25,43,1.8874,0.244444444,0.414814815,0.118518519,0,0
2,0,3,0,0.204477713,0.185806066,-0.120578378,0.255744338,-0.730759382,-0.196335435,1.048508167,-0.079419725,-0.534256041,0.32472229,-0.116328508,0.83939749,-0.394941151,-0.094168901,0.285769463,0.252490431,0.160620108,-0.364164293,0.148377076,-0.127227575,57,2,城镇应届,陕西,67.66666667,18.33333333,234.8225,0.963518544,226.2558333,13.83333333,2.195783133,2.602709383,18.91666667,6.294801762,22.10340383,14.58333333,5.266571429,9.921336453,0,0,0,0.583333333,4.614285714,0,0,0,0,13.58333333,54,1.8874,0.244444444,0.414814815,0.118518519,0,2130502021
3,0,3,0,0.306748778,0.205732986,-0.216148674,0.185548574,-0.653740108,-0.074350916,1.040357113,-0.103579491,-0.515008867,0.299852729,-0.358318686,0.792757928,-0.392338246,-0.102650747,0.278395861,0.242599308,-0.045510419,-0.415610135,0.152992859,0.00699098,39,4,城镇应届,陕西,73.75,9.5,97.21,0.912354696,88.69,4.5,2.994444444,6.742044025,8.75,4.294952381,6.524348315,6.833333333,5.507439024,21.04697237,0,0,0,0.666666667,6.5625,0,0,0,0,5.416666667,44,1.8874,0.244444444,0.414814815,0.118518519,0,0
1,0,3,0,0.201759815,0.132878169,-0.170227632,0.210802212,-0.620000303,-0.174226373,1.091816783,-0.131451935,-0.456646383,0.282583654,-0.298574269,0.866061807,-0.391746432,-0.167508826,0.300781488,0.262522042,0.061931845,-0.354672968,0.113305658,-0.016385475,86,3,农村应届,湖北,80.33333333,17.16666667,246.4075,0.963837004,237.4966667,23.58333333,1.985512367,1.083441846,19,4.816140351,6.353338341,22.33333333,4.440223881,8.128870362,0,0,0,1.333333333,4.935625,0,0,0,0,5.083333333,59,2.1787,0.244444444,0.414814815,0.118518519,2130502024,2130502024
3,0,9,1,0.262077808,0.107749842,-0.158235878,0.159334943,-0.655389249,-0.181836396,1.030958652,-0.14965117,-0.564889908,0.229059532,-0.290579975,0.879386544,-0.3576805,-0.235200122,0.329642832,0.267394394,0.004402701,-0.247592077,0.261784881,0.035087973,9,0,城镇应届,宁夏,80.66666667,1.75,19.025,0.939115199,17.86666667,1.583333333,4.342105263,8.418128655,0.833333333,4.2,10.51111111,1.166666667,6.421428571,29.08950549,0,0,0,0.166666667,6,0,0,0,0,0.333333333,20,1.8832,0.244444444,0.414814815,0.118518519,2130502025,0
2,0,3,1,0.197946161,0.240143687,-0.278911203,0.194676131,-0.708658695,-0.166814849,0.992432177,-0.202894077,-0.529402256,0.323509306,-0.139312685,0.934544802,-0.318177849,-0.185549602,0.263060272,0.360708386,0.151402533,-0.336200029,0.075512297,-0.107846126,65,10,农村应届,陕西,82.66666667,14.91666667,158.1616667,0.988545476,156.35,9.916666667,2.382352941,2.661465603,14.83333333,4.35,3.38699774,16.08333333,4.240414508,3.795208161,0,0,0,0.083333333,2,0,0,0,0,4.5,48,1.8874,0.244444444,0.414814815,0.118518519,0,2130502026
1,0,3,1,0.184701398,0.013208558,0.014777502,0.13680771,-0.787827432,0.038810555,1.03705132,-0.203237519,-0.699066758,0.312171906,-0.063577071,0.864284575,-0.50427568,-0.219282538,0.19461897,0.213811189,0.058347192,-0.26644516,0.217493787,0.03361601,45,1,城镇应届,辽宁,74.33333333,11.5,175.0591667,0.971980902,170.1541667,4.333333333,3.326923077,4.567888386,17.66666667,5.488773585,12.35989896,10,5.876916667,23.31783831,0,0,0,0,0,0,0,0,0,8,43,2.604,0.244444444,0.414814815,0.118518519,0,0
1,0,3,1,0.185923249,0.016667735,-0.060950156,0.189024121,-0.79387176,0.110536709,1.035477281,-0.194754422,-0.673513353,0.288034469,-0.040148947,0.828541398,-0.510785937,-0.270442456,0.234245583,0.226084203,-0.00236761,-0.255736738,0.241762891,-0.008897268,7,0,城镇应届,辽宁,78.5,8.416666667,86.8075,0.843907496,73.2575,1.5,5.497222222,5.939550654,4.583333333,7.384363636,22.59515098,3.833333333,8.130434783,51.79505314,0,0,0,0.25,39,0,0,0,0,11.41666667,35,2.604,0.244444444,0.414814815,0.118518519,0,0
2,0,3,1,0.120785601,0.265907913,-0.124953374,0.171603486,-0.605515361,-0.197879761,1.140331745,-0.104299717,-0.376963198,0.20629862,-0.332878977,0.868205547,-0.438740015,-0.170364574,0.305030107,0.188157856,0.035534289,-0.496838689,0.160608649,0.035734948,54,7,城镇往届,河北,82.66666667,17.91666667,225.5866667,0.972028489,219.2766667,12.83333333,2.056103896,1.8729991,18.5,5.862387387,6.761938618,17.25,4.818792271,6.666257272,0,0,0,0.083333333,4.4,0,0,0,0,8.25,56,1.9725,0.244444444,0.414814815,0.118518519,0,0
0,0,3,1,0.067871131,0.116242491,-0.181225613,0.234394863,-0.639366627,-0.143299803,1.121342421,-0.134448215,-0.52116996,0.25880146,-0.317813188,0.798107743,-0.397804886,-0.296518207,0.311828434,0.322604239,-0.045481972,-0.406340569,0.111990944,-0.073280275,30,1,城镇应届,吉林,72,17.58333333,296.8441667,0.727455202,215.9408333,14.75,2.838983051,2.536483051,25.75,4.854724919,6.456886694,12.25,4.00462585,5.437994893,0,0,0,8.083333333,8.626391753,0,0,0,0,21.25,65,1.9967,0.244444444,0.414814815,0.118518519,2130502030,0
0,0,3,1,0.176696315,0.133396968,-0.138892651,0.194810852,-0.625900626,-0.206039131,1.095222235,-0.147433996,-0.491418719,0.280723691,-0.302111179,0.883675456,-0.379100114,-0.134872258,0.29273805,0.268182397,0.078078903,-0.335921437,0.135568991,0.006829142,27,3,城镇应届,陕西,76,12.16666667,141.965,0.947111377,134.4566667,5.166666667,2.648387097,4.755653094,13.33333333,6.207875,12.79970866,8.083333333,4.701237113,11.35627345,0,0,0,0,0,0,0,0,0,13.58333333,41,1.8874,0.244444444,0.414814815,0.118518519,0,0
3,0,3,0,0.274367869,0.163890511,-0.326488644,0.184734315,-0.751841843,-0.156695932,0.892138779,-0.206097141,-0.611753225,0.26462546,-0.14819403,0.912712395,-0.302616864,-0.332461059,0.325648695,0.391866565,0.048361711,-0.268537164,0.196021631,-0.087135978,77,2,城镇应届,陕西,85.33333333,12.66666667,222.0258333,0.952985951,211.5875,8.166666667,2.063265306,1.206677888,19,5.621710526,11.70704332,18.33333333,4.795909091,11.54740328,0,0,0,1.416666667,6.694117647,0,0,0,0,2.416666667,65,1.8874,0.244444444,0.414814815,0.118518519,0,0
0,0,3,0,0.062178209,0.219952896,-0.142492309,0.224341348,-0.546577334,-0.134869769,1.199886322,-0.093831331,-0.383595496,0.199993894,-0.333407044,0.843316019,-0.529075086,-0.142138243,0.373017788,0.177744284,-0.050838519,-0.409228355,0.093452521,-0.007104619,11,1,城镇往届,河南,72,20.58333333,312.1508333,0.878632392,274.2658333,9.75,2.803247863,4.696041085,31.41666667,4.213395225,5.670224612,28.25,4.055339233,6.130900106,0,0,0,6.833333333,4.781707317,0,0,0,0,10.08333333,69,1.8443,0.244444444,0.414814815,0.118518519,2130502033,0
2,0,3,0,0.200508878,0.241041377,-0.184224561,0.186511233,-0.580370069,-0.072770528,1.210488796,-0.105560794,-0.394363344,0.250914395,-0.301722109,0.827957869,-0.422021955,-0.030601824,0.357774317,0.170469895,0.025190907,-0.433840752,0.015059639,-0.025836738,27,9,城镇应届,陕西,79.66666667,13.91666667,185.6683333,0.978878107,181.7466667,10.41666667,2.33952,3.891873961,17.41666667,4.784688995,10.42091829,16.5,4.44959596,8.770320648,0.166666667,2,0,0.25,8.8,0,0,0,0,2.75,55,1.8874,0.244444444,0.414814815,0.118518519,0,2130502034
2,0,3,0,0.202792093,0.189843014,-0.213274062,0.158252254,-0.691919744,-0.187337741,1.066143155,-0.15650396,-0.417238504,0.260981321,-0.242224097,0.879643261,-0.319946378,-0.166244239,0.318266958,0.353150159,0.126530871,-0.458604604,0.043969519,-0.1046312,51,8,城镇应届,陕西,83.5,11.91666667,189.6541667,0.96039282,182.1425,10.75,2.098449612,1.155622578,13.41666667,6.227701863,6.806865311,13.91666667,5.463173653,7.19359047,0,0,0,0.416666667,10.26,0,0,0,0,6.666666667,61,1.8874,0.244444444,0.414814815,0.118518519,0,0
2,0,3,0,0.108183026,0.127555504,-0.188105866,0.302616,-0.695925653,-0.017553456,1.120490193,-0.141474605,-0.691766977,0.321450442,0.003755832,0.730819643,-0.422428191,-0.12449906,0.386756957,0.252135843,-0.048126098,-0.262571484,0.159868568,-0.147231922,29,1,城镇应届,湖南,75.25,16.5,382.87,0.310832223,119.0083333,7.5,3.204444444,2.267395755,8.583333333,5.410679612,11.31174757,8.25,5.882828283,10.57041641,0,0,0,32,8.2275,0,0,0,0,1.666666667,61,2.1115,0.244444444,0.414814815,0.118518519,2130502036,0
0,0,3,0,0.176425472,0.114253141,-0.129982412,0.24491556,-0.652455568,-0.195139393,1.179772019,-0.051816031,-0.388648003,0.222572416,-0.265212119,0.816483676,-0.509376585,-0.141737252,0.349047869,0.259984404,-0.062126625,-0.306057751,0.143897563,-0.028018912,8,0,农村应届,重庆,64,15.08333333,271.7333333,0.789714181,214.5916667,5.25,3.461904762,5.2059447,22.66666667,5.655147059,30.93746418,12.08333333,5.646896552,24.01236877,0,0,0,7.666666667,6.635,0,0,0,0,12.25,63,2.2034,0.244444444,0.414814815,0.118518519,0,0
2,0,3,0,0.243953228,0.163095951,-0.097766101,0.241211608,-0.71884346,-0.166693598,1.058875322,-0.07379695,-0.523946643,0.338779837,-0.132763505,0.845375299,-0.385275573,-0.104827486,0.323514432,0.236451373,0.149531662,-0.333387971,0.136697471,-0.11697197,12,1,城镇应届,河北,79,10.08333333,132.7491667,0.918995097,121.9958333,11.66666667,2.666428571,18.3703037,8.75,5.651047619,15.77409985,7.166666667,5.78244186,16.6527622,0,0,0,1.5,5.511111111,0,0,0,0,5.5,49,1.9725,0.244444444,0.414814815,0.118518519,2130502038,0
2,0,3,0,0.293321162,0.229845524,-0.149589449,0.1082353,-0.684643447,-0.033543851,0.980229259,-0.132613897,-0.559784353,0.347391248,-0.386901885,0.790821195,-0.356405199,-0.080967873,0.362660408,0.252771884,0.079532161,-0.582767487,0.069965377,-0.036046993,0,0,城镇应届,江西,77.33333333,10.41666667,162.1791667,0.963466331,156.2541667,1.083333333,3.4,5.388333333,12.08333333,7.282413793,16.10005316,11.33333333,5.697794118,14.53295806,0,0,0,0.333333333,7.275,0,0,0,0,5.833333333,39,2.011,0.244444444,0.414814815,0.118518519,0,0
2,0,3,0,0.21777764,0.127424061,-0.134070873,0.175075591,-0.598685801,-0.143005088,1.152980685,-0.194690228,-0.410642326,0.290928125,-0.238956615,0.902737856,-0.374808252,-0.119689584,0.35752219,0.219908908,0.065089971,-0.390482306,0.028544884,0.0220678,21,0,农村应届,江苏,75.66666667,14.08333333,219.645,0.956103409,210.0033333,6.25,2.948,4.830367568,14.16666667,6.447058824,13.23505047,15.16666667,6.582087912,12.67184203,0,0,0,0.416666667,19.58,0,0,0,0,3.333333333,46,3.207,0.244444444,0.414814815,0.118518519,0,0
3,0,3,0,0.247951254,0.14135778,-0.160503149,0.169416755,-0.638403177,-0.156966016,1.140607238,-0.172915354,-0.459807128,0.294495106,-0.206215844,0.888783634,-0.348464191,-0.074577197,0.278076738,0.237111926,0.122039258,-0.315330476,0.049644452,-0.019433804,28,0,城镇应届,陕西,80.33333333,14.08333333,240.2883333,0.957766017,230.14,10.5,1.892063492,6.041656508,13.41666667,8.507701863,16.16199531,13.08333333,7.347388535,17.03280532,0,0,0,0.25,11.82,0,0,0,0,11.75,40,1.8874,0.244444444,0.414814815,0.118518519,0,0
